,type,F1,val
155,DBO_PAY_AMNT_WALT,71e1e42d79887c04b571828357d5f37e,661700.0
156,TRN_CNT_GSRV,71e1e42d79887c04b571828357d5f37e,732.0
157,TRN_AMNT_BEAU,71e1e42d79887c04b571828357d5f37e,5000500.0
158,TRN_CNT_SPRT,71e1e42d79887c04b571828357d5f37e,1452.0
159,TRN_CNT_AURT,71e1e42d79887c04b571828357d5f37e,1.0
160,TRN_CNT_DOMS,71e1e42d79887c04b571828357d5f37e,9743.0
161,TRN_AMNT_MUSC,71e1e42d79887c04b571828357d5f37e,340500.0
162,TRN_AMNT_CMSV,71e1e42d79887c04b571828357d5f37e,4742400.0
163,DBO_PAY_CNT_INSH,71e1e42d79887c04b571828357d5f37e,22.0
164,TRN_AMNT_EDUC,bac64815dc7b441809c1d4de833ef9fd,210500.0
165,DBO_PAY_CNT_CREDS,bac64815dc7b441809c1d4de833ef9fd,282.0
166,DBO_PAY_CNT_ZHKH,bac64815dc7b441809c1d4de833ef9fd,3303.0
167,DBO_PAY_AMNT_COMS,bac64815dc7b441809c1d4de833ef9fd,601300.0
168,TRN_AMNT_DOMS,bac64815dc7b441809c1d4de833ef9fd,16946200.0
169,DBO_PAY_AMNT_CREDS,bac64815dc7b441809c1d4de833ef9fd,1135700.0
170,TRN_CNT_MUSC,bac64815dc7b441809c1d4de833ef9fd,1164.0
171,DBO_PAY_CNT_MLM,bac64815dc7b441809c1d4de833ef9fd,80.0
172,DBO_PAY_AMNT_GOSP,bac64815dc7b441809c1d4de833ef9fd,247600.0
173,TRN_CNT_OTHR,bac64815dc7b441809c1d4de833ef9fd,22785.0
174,TRN_AMNT_BOOK,bac64815dc7b441809c1d4de833ef9fd,1042800.0
175,TRN_CNT_HOTL,bac64815dc7b441809c1d4de833ef9fd,409.0
176,DBO_PAY_CNT_WALT,bac64815dc7b441809c1d4de833ef9fd,107.0
177,TRN_CNT_MEDC,bac64815dc7b441809c1d4de833ef9fd,1169.0
178,TRN_AMNT_ASRV,bac64815dc7b441809c1d4de833ef9fd,4828400.0
179,TRN_AMNT_AURT,bac64815dc7b441809c1d4de833ef9fd,220700.0
180,TRN_AMNT_CLTH,bac64815dc7b441809c1d4de833ef9fd,19206400.0
181,DBO_PAY_AMNT_MOBL,bac64815dc7b441809c1d4de833ef9fd,2575800.0
182,TRN_AMNT_TRAN,bac64815dc7b441809c1d4de833ef9fd,1546400.0
183,DBO_PAY_AMNT_OTHR,bac64815dc7b441809c1d4de833ef9fd,399900.0
184,TRN_AMNT_JEWL,bac64815dc7b441809c1d4de833ef9fd,2022300.0
185,TRN_CNT_CLTH,bac64815dc7b441809c1d4de833ef9fd,7564.0
186,DBO_PAY_CNT_MOBL,bac64815dc7b441809c1d4de833ef9fd,10769.0
187,TRN_CNT_TRAN,bac64815dc7b441809c1d4de833ef9fd,2992.0
188,TRN_CNT_KINO,bac64815dc7b441809c1d4de833ef9fd,915.0
189,TRN_AMNT_FUEL,bac64815dc7b441809c1d4de833ef9fd,10102600.0
190,TRN_AMNT_SPRT,bac64815dc7b441809c1d4de833ef9fd,2763600.0
191,TRN_CNT_GAME,bac64815dc7b441809c1d4de833ef9fd,2936.0
192,DBO_PAY_AMNT_MLM,bac64815dc7b441809c1d4de833ef9fd,189000.0
193,TRN_AMNT_DUTF,bac64815dc7b441809c1d4de833ef9fd,487500.0
194,TRN_CNT_BEAU,bac64815dc7b441809c1d4de833ef9fd,3295.0
195,TRN_AMNT_KINO,bac64815dc7b441809c1d4de833ef9fd,501000.0
196,TRN_AMNT_OTHR,bac64815dc7b441809c1d4de833ef9fd,30942700.0
197,TRN_AMNT_ENTR,bac64815dc7b441809c1d4de833ef9fd,1593400.0
198,TRN_CNT_FLOW,bac64815dc7b441809c1d4de833ef9fd,529.0
199,TRN_AMNT_ZOOS,bac64815dc7b441809c1d4de833ef9fd,634800.0
200,DBO_PAY_AMNT_EDUC,bac64815dc7b441809c1d4de833ef9fd,439700.0
201,TRN_AMNT_KCSH,bac64815dc7b441809c1d4de833ef9fd,581608500.0
202,TRN_CNT_ARTS,bac64815dc7b441809c1d4de833ef9fd,84.0
203,TRN_CNT_SUPM,bac64815dc7b441809c1d4de833ef9fd,135840.0
204,TRN_CNT_ASRV,bac64815dc7b441809c1d4de833ef9fd,1771.0
205,TRN_AMNT_AVIA,bac64815dc7b441809c1d4de833ef9fd,6104700.0
206,TRN_AMNT_ARTS,bac64815dc7b441809c1d4de833ef9fd,352100.0
207,TRN_CNT_FUEL,bac64815dc7b441809c1d4de833ef9fd,10794.0
208,TRN_CNT_BOOK,bac64815dc7b441809c1d4de833ef9fd,902.0
209,TRN_CNT_DUTF,bac64815dc7b441809c1d4de833ef9fd,73.0
210,TRN_AMNT_RSTR,bac64815dc7b441809c1d4de833ef9fd,9871200.0
211,TRN_AMNT_MEDC,bac64815dc7b441809c1d4de833ef9fd,3803900.0
212,TRN_AMNT_APTK,bac64815dc7b441809c1d4de833ef9fd,6967500.0
213,TRN_CNT_EDUC,bac64815dc7b441809c1d4de833ef9fd,73.0
214,DBO_PAY_CNT_GOSP,bac64815dc7b441809c1d4de833ef9fd,241.0
215,TRN_AMNT_FLOW,bac64815dc7b441809c1d4de833ef9fd,546100.0
216,DBO_PAY_CNT_COMS,bac64815dc7b441809c1d4de833ef9fd,1550.0
217,TRN_CNT_ZOOS,bac64815dc7b441809c1d4de833ef9fd,868.0
218,TRN_CNT_JEWL,bac64815dc7b441809c1d4de833ef9fd,422.0
219,TRN_CNT_ZHDT,bac64815dc7b441809c1d4de833ef9fd,599.0
220,TRN_CNT_ENTR,bac64815dc7b441809c1d4de833ef9fd,605.0
221,TRN_AMNT_GAME,bac64815dc7b441809c1d4de833ef9fd,1801100.0
222,TRN_AMNT_SUPM,bac64815dc7b441809c1d4de833ef9fd,67731500.0
223,TRN_CNT_APTK,bac64815dc7b441809c1d4de833ef9fd,12221.0
224,TRN_CNT_AVIA,bac64815dc7b441809c1d4de833ef9fd,369.0
225,TRN_AMNT_GSRV,bac64815dc7b441809c1d4de833ef9fd,460100.0
226,DBO_PAY_AMNT_ZHKH,bac64815dc7b441809c1d4de833ef9fd,4263400.0
227,TRN_CNT_TELE,bac64815dc7b441809c1d4de833ef9fd,12679.0
228,TRN_AMNT_HOTL,bac64815dc7b441809c1d4de833ef9fd,3453400.0
229,DBO_PAY_AMNT_INSH,bac64815dc7b441809c1d4de833ef9fd,223500.0
230,TRN_CNT_RSTR,bac64815dc7b441809c1d4de833ef9fd,19304.0
231,TRN_CNT_CMSV,bac64815dc7b441809c1d4de833ef9fd,5612.0
232,TRN_CNT_KCSH,bac64815dc7b441809c1d4de833ef9fd,98176.0
233,DBO_PAY_CNT_OTHR,bac64815dc7b441809c1d4de833ef9fd,276.0
234,TRN_AMNT_TELE,bac64815dc7b441809c1d4de833ef9fd,3427500.0
235,TRN_AMNT_ZHDT,bac64815dc7b441809c1d4de833ef9fd,1428000.0
236,DBO_PAY_CNT_EDUC,bac64815dc7b441809c1d4de833ef9fd,308.0
237,DBO_PAY_AMNT_WALT,bac64815dc7b441809c1d4de833ef9fd,192900.0
238,TRN_CNT_GSRV,bac64815dc7b441809c1d4de833ef9fd,476.0
239,TRN_AMNT_BEAU,bac64815dc7b441809c1d4de833ef9fd,4345100.0
240,TRN_CNT_SPRT,bac64815dc7b441809c1d4de833ef9fd,987.0
241,TRN_CNT_AURT,bac64815dc7b441809c1d4de833ef9fd,17.0
242,TRN_CNT_DOMS,bac64815dc7b441809c1d4de833ef9fd,7424.0
243,TRN_AMNT_MUSC,bac64815dc7b441809c1d4de833ef9fd,296700.0
244,TRN_AMNT_CMSV,bac64815dc7b441809c1d4de833ef9fd,3436500.0
245,DBO_PAY_CNT_INSH,bac64815dc7b441809c1d4de833ef9fd,57.0
246,TRN_AMNT_EDUC,fe413a3ae1fa1e6e1b7508863bf7ad0d,3784900.0
247,DBO_PAY_CNT_CREDS,fe413a3ae1fa1e6e1b7508863bf7ad0d,236.0
248,DBO_PAY_CNT_ZHKH,fe413a3ae1fa1e6e1b7508863bf7ad0d,1796.0
249,DBO_PAY_AMNT_COMS,fe413a3ae1fa1e6e1b7508863bf7ad0d,458700.0
250,TRN_AMNT_DOMS,fe413a3ae1fa1e6e1b7508863bf7ad0d,8575700.0
251,DBO_PAY_AMNT_CREDS,fe413a3ae1fa1e6e1b7508863bf7ad0d,1264400.0
252,TRN_CNT_MUSC,fe413a3ae1fa1e6e1b7508863bf7ad0d,856.0
253,DBO_PAY_CNT_MLM,fe413a3ae1fa1e6e1b7508863bf7ad0d,48.0
254,DBO_PAY_AMNT_GOSP,fe413a3ae1fa1e6e1b7508863bf7ad0d,128500.0
255,TRN_CNT_OTHR,fe413a3ae1fa1e6e1b7508863bf7ad0d,14414.0
256,TRN_AMNT_BOOK,fe413a3ae1fa1e6e1b7508863bf7ad0d,351500.0
257,TRN_CNT_HOTL,fe413a3ae1fa1e6e1b7508863bf7ad0d,233.0
258,DBO_PAY_CNT_WALT,fe413a3ae1fa1e6e1b7508863bf7ad0d,45.0
259,TRN_CNT_MEDC,fe413a3ae1fa1e6e1b7508863bf7ad0d,873.0
260,TRN_AMNT_ASRV,fe413a3ae1fa1e6e1b7508863bf7ad0d,2554300.0
261,TRN_AMNT_AURT,fe413a3ae1fa1e6e1b7508863bf7ad0d,157700.0
262,TRN_AMNT_CLTH,fe413a3ae1fa1e6e1b7508863bf7ad0d,14345800.0
263,DBO_PAY_AMNT_MOBL,fe413a3ae1fa1e6e1b7508863bf7ad0d,1818200.0
264,TRN_AMNT_TRAN,fe413a3ae1fa1e6e1b7508863bf7ad0d,898800.0
265,DBO_PAY_AMNT_OTHR,fe413a3ae1fa1e6e1b7508863bf7ad0d,138500.0
266,TRN_AMNT_JEWL,fe413a3ae1fa1e6e1b7508863bf7ad0d,1741100.0
267,TRN_CNT_CLTH,fe413a3ae1fa1e6e1b7508863bf7ad0d,5534.0
268,DBO_PAY_CNT_MOBL,fe413a3ae1fa1e6e1b7508863bf7ad0d,7213.0
269,TRN_CNT_TRAN,fe413a3ae1fa1e6e1b7508863bf7ad0d,1687.0
270,TRN_CNT_KINO,fe413a3ae1fa1e6e1b7508863bf7ad0d,552.0
271,TRN_AMNT_FUEL,fe413a3ae1fa1e6e1b7508863bf7ad0d,7389000.0
272,TRN_AMNT_SPRT,fe413a3ae1fa1e6e1b7508863bf7ad0d,1921300.0
273,TRN_CNT_GAME,fe413a3ae1fa1e6e1b7508863bf7ad0d,1703.0
274,DBO_PAY_AMNT_MLM,fe413a3ae1fa1e6e1b7508863bf7ad0d,156900.0
275,TRN_AMNT_DUTF,fe413a3ae1fa1e6e1b7508863bf7ad0d,144400.0
276,TRN_CNT_BEAU,fe413a3ae1fa1e6e1b7508863bf7ad0d,2460.0
277,TRN_AMNT_KINO,fe413a3ae1fa1e6e1b7508863bf7ad0d,352100.0
278,TRN_AMNT_OTHR,fe413a3ae1fa1e6e1b7508863bf7ad0d,15214400.0
279,TRN_AMNT_ENTR,fe413a3ae1fa1e6e1b7508863bf7ad0d,1404500.0
280,TRN_CNT_FLOW,fe413a3ae1fa1e6e1b7508863bf7ad0d,331.0
281,TRN_AMNT_ZOOS,fe413a3ae1fa1e6e1b7508863bf7ad0d,394400.0
282,DBO_PAY_AMNT_EDUC,fe413a3ae1fa1e6e1b7508863bf7ad0d,330100.0
283,TRN_AMNT_KCSH,fe413a3ae1fa1e6e1b7508863bf7ad0d,376625300.0
284,TRN_CNT_ARTS,fe413a3ae1fa1e6e1b7508863bf7ad0d,31.0
285,TRN_CNT_SUPM,fe413a3ae1fa1e6e1b7508863bf7ad0d,98474.0
286,TRN_CNT_ASRV,fe413a3ae1fa1e6e1b7508863bf7ad0d,1272.0
287,TRN_AMNT_AVIA,fe413a3ae1fa1e6e1b7508863bf7ad0d,4153000.0
288,TRN_AMNT_ARTS,fe413a3ae1fa1e6e1b7508863bf7ad0d,61600.0
289,TRN_CNT_FUEL,fe413a3ae1fa1e6e1b7508863bf7ad0d,7797.0
290,TRN_CNT_BOOK,fe413a3ae1fa1e6e1b7508863bf7ad0d,614.0
291,TRN_CNT_DUTF,fe413a3ae1fa1e6e1b7508863bf7ad0d,34.0
292,TRN_AMNT_RSTR,fe413a3ae1fa1e6e1b7508863bf7ad0d,6779700.0
293,TRN_AMNT_MEDC,fe413a3ae1fa1e6e1b7508863bf7ad0d,2032300.0
294,TRN_AMNT_APTK,fe413a3ae1fa1e6e1b7508863bf7ad0d,5364600.0
295,TRN_CNT_EDUC,fe413a3ae1fa1e6e1b7508863bf7ad0d,189.0
296,DBO_PAY_CNT_GOSP,fe413a3ae1fa1e6e1b7508863bf7ad0d,162.0
297,TRN_AMNT_FLOW,fe413a3ae1fa1e6e1b7508863bf7ad0d,256800.0
298,DBO_PAY_CNT_COMS,fe413a3ae1fa1e6e1b7508863bf7ad0d,1145.0
299,TRN_CNT_ZOOS,fe413a3ae1fa1e6e1b7508863bf7ad0d,616.0
300,TRN_CNT_JEWL,fe413a3ae1fa1e6e1b7508863bf7ad0d,252.0
301,TRN_CNT_ZHDT,fe413a3ae1fa1e6e1b7508863bf7ad0d,455.0
302,TRN_CNT_ENTR,fe413a3ae1fa1e6e1b7508863bf7ad0d,444.0
303,TRN_AMNT_GAME,fe413a3ae1fa1e6e1b7508863bf7ad0d,1149100.0
304,TRN_AMNT_SUPM,fe413a3ae1fa1e6e1b7508863bf7ad0d,43454200.0
305,TRN_CNT_APTK,fe413a3ae1fa1e6e1b7508863bf7ad0d,9735.0
306,TRN_CNT_AVIA,fe413a3ae1fa1e6e1b7508863bf7ad0d,294.0
307,TRN_AMNT_GSRV,fe413a3ae1fa1e6e1b7508863bf7ad0d,286100.0
308,DBO_PAY_AMNT_ZHKH,fe413a3ae1fa1e6e1b7508863bf7ad0d,2491300.0
309,TRN_CNT_TELE,fe413a3ae1fa1e6e1b7508863bf7ad0d,10164.0
310,TRN_AMNT_HOTL,fe413a3ae1fa1e6e1b7508863bf7ad0d,1931700.0
311,DBO_PAY_AMNT_INSH,fe413a3ae1fa1e6e1b7508863bf7ad0d,3300.0
312,TRN_CNT_RSTR,fe413a3ae1fa1e6e1b7508863bf7ad0d,12009.0
313,TRN_CNT_CMSV,fe413a3ae1fa1e6e1b7508863bf7ad0d,4607.0
314,TRN_CNT_KCSH,fe413a3ae1fa1e6e1b7508863bf7ad0d,75522.0
315,DBO_PAY_CNT_OTHR,fe413a3ae1fa1e6e1b7508863bf7ad0d,139.0
316,TRN_AMNT_TELE,fe413a3ae1fa1e6e1b7508863bf7ad0d,2451800.0
317,TRN_AMNT_ZHDT,fe413a3ae1fa1e6e1b7508863bf7ad0d,1022600.0
318,DBO_PAY_CNT_EDUC,fe413a3ae1fa1e6e1b7508863bf7ad0d,332.0
319,DBO_PAY_AMNT_WALT,fe413a3ae1fa1e6e1b7508863bf7ad0d,45700.0
320,TRN_CNT_GSRV,fe413a3ae1fa1e6e1b7508863bf7ad0d,303.0
321,TRN_AMNT_BEAU,fe413a3ae1fa1e6e1b7508863bf7ad0d,2916500.0
322,TRN_CNT_SPRT,fe413a3ae1fa1e6e1b7508863bf7ad0d,758.0
323,TRN_CNT_AURT,fe413a3ae1fa1e6e1b7508863bf7ad0d,8.0
324,TRN_CNT_DOMS,fe413a3ae1fa1e6e1b7508863bf7ad0d,4731.0
325,TRN_AMNT_MUSC,fe413a3ae1fa1e6e1b7508863bf7ad0d,209900.0
326,TRN_AMNT_CMSV,fe413a3ae1fa1e6e1b7508863bf7ad0d,2156700.0
327,DBO_PAY_CNT_INSH,fe413a3ae1fa1e6e1b7508863bf7ad0d,1.0
328,TRN_AMNT_EDUC,b628d7d2ba91a097a131c51788e8c4ea,278400.0
329,DBO_PAY_CNT_CREDS,b628d7d2ba91a097a131c51788e8c4ea,103.0
330,DBO_PAY_CNT_ZHKH,b628d7d2ba91a097a131c51788e8c4ea,1884.0
331,DBO_PAY_AMNT_COMS,b628d7d2ba91a097a131c51788e8c4ea,509700.0
332,TRN_AMNT_DOMS,b628d7d2ba91a097a131c51788e8c4ea,10319200.0
333,DBO_PAY_AMNT_CREDS,b628d7d2ba91a097a131c51788e8c4ea,625900.0
334,TRN_CNT_MUSC,b628d7d2ba91a097a131c51788e8c4ea,826.0
335,DBO_PAY_CNT_MLM,b628d7d2ba91a097a131c51788e8c4ea,24.0
336,DBO_PAY_AMNT_GOSP,b628d7d2ba91a097a131c51788e8c4ea,140500.0
337,TRN_CNT_OTHR,b628d7d2ba91a097a131c51788e8c4ea,16254.0
338,TRN_AMNT_BOOK,b628d7d2ba91a097a131c51788e8c4ea,268000.0
339,TRN_CNT_HOTL,b628d7d2ba91a097a131c51788e8c4ea,242.0
340,DBO_PAY_CNT_WALT,b628d7d2ba91a097a131c51788e8c4ea,72.0
341,TRN_CNT_MEDC,b628d7d2ba91a097a131c51788e8c4ea,819.0
342,TRN_AMNT_ASRV,b628d7d2ba91a097a131c51788e8c4ea,2787000.0
343,TRN_AMNT_AURT,b628d7d2ba91a097a131c51788e8c4ea,356500.0
344,TRN_AMNT_CLTH,b628d7d2ba91a097a131c51788e8c4ea,12279200.0
345,DBO_PAY_AMNT_MOBL,b628d7d2ba91a097a131c51788e8c4ea,1610500.0
346,TRN_AMNT_TRAN,b628d7d2ba91a097a131c51788e8c4ea,755700.0
347,DBO_PAY_AMNT_OTHR,b628d7d2ba91a097a131c51788e8c4ea,143200.0
348,TRN_AMNT_JEWL,b628d7d2ba91a097a131c51788e8c4ea,2864100.0
349,TRN_CNT_CLTH,b628d7d2ba91a097a131c51788e8c4ea,5740.0
350,DBO_PAY_CNT_MOBL,b628d7d2ba91a097a131c51788e8c4ea,7322.0
351,TRN_CNT_TRAN,b628d7d2ba91a097a131c51788e8c4ea,1893.0
352,TRN_CNT_KINO,b628d7d2ba91a097a131c51788e8c4ea,496.0
353,TRN_AMNT_FUEL,b628d7d2ba91a097a131c51788e8c4ea,7157700.0
354,TRN_AMNT_SPRT,b628d7d2ba91a097a131c51788e8c4ea,1818900.0
355,TRN_CNT_GAME,b628d7d2ba91a097a131c51788e8c4ea,1855.0
356,DBO_PAY_AMNT_MLM,b628d7d2ba91a097a131c51788e8c4ea,43600.0
